timestamp,device_id,cpu_usage,memory_usage,temperature_c,network_latency_ms,throughput_mbps,error_count,uptime_pct,location,date,hour,month,risk_flag,error_severity,cpu_category,latency_category,latency_score,device_health_score
2025-08-17 09:35:00,DEV_0268,64.4,79.47,43.53,71.9,120.97,0,99.25,Noida,2025-08-17,9,8,False,No Error,Normal,Good,48.03035778821828,54.17
2025-07-09 13:52:00,DEV_0105,68.17,54.73,38.21,58.49,131.2,0,98.87,Bengaluru,2025-07-09,13,7,False,No Error,Normal,Good,57.723165883628475,59.81
2025-08-11 15:07:00,DEV_0064,83.54,67.43,54.53,53.4,95.49,0,100.0,Delhi,2025-08-11,15,8,False,No Error,High,Good,61.4022406938923,53.73
2025-08-05 06:24:00,DEV_0351,75.85,24.92,40.52,49.3,68.0,0,98.68,Pune,2025-08-05,6,8,False,No Error,High,Excellent,64.36573906758221,64.74
2025-06-02 03:29:00,DEV_0230,65.21,41.88,56.75,31.84,111.87,0,100.0,Pune,2025-06-02,3,6,False,No Error,Normal,Excellent,76.98590531261294,67.46
2025-09-20 21:52:00,DEV_0346,83.32,35.6,36.47,77.04,112.61,0,99.39,Noida,2025-09-20,21,9,False,No Error,High,Good,44.31514275388506,56.56
2025-04-20 16:32:00,DEV_0015,61.36,31.62,24.42,49.28,42.22,1,99.77,Pune,2025-04-20,16,4,False,Low,Normal,Excellent,64.38019515720998,68.08
2025-09-08 19:52:00,DEV_0227,86.79,65.86,38.64,20.14,131.25,5,99.52,Gurgaon,2025-09-08,19,9,True,Medium,Critical,Excellent,85.44271774485001,57.74
2025-05-13 20:49:00,DEV_0110,49.65,76.09,43.8,76.28,152.51,0,98.34,Delhi,2025-05-13,20,5,False,No Error,Normal,Good,44.864474159739785,58.36
2025-05-20 22:00:00,DEV_0380,60.95,63.82,26.74,63.05,75.6,0,99.69,Noida,2025-05-20,22,5,False,No Error,Normal,Good,54.42717744850018,59.74
2025-03-23 11:27:00,DEV_0015,44.19,90.45,56.89,80.84,124.71,0,99.76,Pune,2025-03-23,11,3,False,No Error,Normal,Good,41.56848572461149,56.89
2025-10-02 22:10:00,DEV_0327,68.23,50.02,39.92,50.67,77.71,0,98.52,Bengaluru,2025-10-02,22,10,False,No Error,Normal,Good,63.37549692808095,61.76
2025-01-05 04:34:00,DEV_0212,89.96,51.02,36.31,18.72,42.44,6,98.74,Bengaluru,2025-01-05,4,1,True,High,Critical,Excellent,86.46910010842068,59.72
2025-02-17 20:22:00,DEV_0196,37.79,55.26,45.28,43.46,130.36,0,98.87,Delhi,2025-02-17,20,2,False,No Error,Low,Excellent,68.58691723888688,70.99
2025-02-23 18:57:00,DEV_0485,10.65,60.42,48.78,35.86,145.64,0,98.89,Delhi,2025-02-23,18,2,False,No Error,Low,Excellent,74.08023129743404,79.2
2025-04-15 06:59:00,DEV_0332,69.53,36.52,20.35,30.68,173.08,0,99.2,Noida,2025-04-15,6,4,False,No Error,Normal,Excellent,77.82435851102277,67.16
2025-11-19 13:03:00,DEV_0037,37.95,62.26,43.29,61.51,134.31,0,100.0,Gurgaon,2025-11-19,13,11,False,No Error,Low,Good,55.54029634983737,67.27
2025-06-15 00:06:00,DEV_0321,26.14,55.27,37.85,48.38,93.97,0,99.06,Pune,2025-06-15,0,6,False,No Error,Low,Excellent,65.03071919045898,73.83
2025-11-21 23:48:00,DEV_0053,61.96,68.84,36.36,31.07,125.27,0,100.0,Pune,2025-11-21,23,11,False,No Error,Normal,Excellent,77.54246476328153,63.15
2025-02-15 02:00:00,DEV_0363,39.1,75.19,51.42,57.96,131.56,0,99.36,Delhi,2025-02-15,2,2,False,No Error,Low,Good,58.106252258764,64.66
2025-06-12 12:04:00,DEV_0280,75.99,71.74,41.77,35.79,126.89,0,99.11,Delhi,2025-06-12,12,6,False,No Error,High,Excellent,74.1308276111312,57.41
2025-05-18 11:49:00,DEV_0344,85.18,74.38,42.98,72.1,116.54,4,99.64,Bengaluru,2025-05-18,11,5,True,Medium,Critical,Good,47.885796891940736,49.04
2025-01-06 13:59:00,DEV_0012,78.17,49.07,41.09,15.56,138.43,0,99.35,Gurgaon,2025-01-06,13,1,False,No Error,High,Excellent,88.75316226960607,64.29
2025-04-29 03:27:00,DEV_0095,57.79,20.78,52.48,34.96,62.28,0,99.25,Noida,2025-04-29,3,4,False,No Error,Normal,Excellent,74.73075533068305,73.23
2025-03-21 11:23:00,DEV_0396,75.99,52.19,50.16,37.15,126.61,0,98.73,Delhi,2025-03-21,11,3,False,No Error,High,Excellent,73.1478135164438,61.01
2025-04-26 22:49:00,DEV_0058,19.48,66.61,45.84,32.43,68.45,0,100.0,Pune,2025-04-26,22,4,False,No Error,Low,Excellent,76.55945066859414,76.15
2025-07-10 23:18:00,DEV_0278,39.66,48.64,36.97,50.77,127.02,0,98.53,Pune,2025-07-10,23,7,False,No Error,Low,Good,63.30321647994217,70.59
2025-04-05 07:57:00,DEV_0301,60.83,21.92,61.74,41.34,156.96,0,99.96,Bengaluru,2025-04-05,7,4,False,No Error,Normal,Excellent,70.11926273942898,71.38
2025-06-29 10:24:00,DEV_0163,59.74,90.74,29.16,63.27,127.74,0,99.94,Noida,2025-06-29,10,6,False,No Error,Normal,Good,54.268160462594864,54.77
2025-07-25 08:29:00,DEV_0479,72.5,100.0,50.08,75.34,126.23,0,100.0,Noida,2025-07-25,8,7,False,No Error,High,Good,45.5439103722443,47.36
2025-09-27 10:36:00,DEV_0390,44.81,68.23,66.3,37.17,129.41,2,99.88,Pune,2025-09-27,10,9,False,Low,Normal,Excellent,73.13335742681605,67.5
2025-01-27 07:06:00,DEV_0024,25.47,100.0,45.64,60.7,116.13,0,100.0,Delhi,2025-01-27,7,1,False,No Error,Low,Good,56.12576797976147,63.58
2025-06-13 04:22:00,DEV_0295,96.21,64.12,35.0,37.71,166.7,2,99.84,Bengaluru,2025-06-13,4,6,True,Low,Critical,Excellent,72.74304300686664,52.81
2025-02-15 14:39:00,DEV_0176,47.03,84.0,29.15,50.92,118.58,0,98.8,Gurgaon,2025-02-15,14,2,False,No Error,Normal,Good,63.194795807734,61.37
2025-02-03 12:38:00,DEV_0134,62.81,96.09,55.01,51.62,70.24,0,99.0,Delhi,2025-02-03,12,2,False,No Error,Normal,Good,62.68883267076256,54.18
2025-10-25 11:43:00,DEV_0260,49.05,56.93,57.46,33.98,89.47,0,100.0,Noida,2025-10-25,11,10,False,No Error,Normal,Excellent,75.43910372244308,68.99
2025-12-21 01:08:00,DEV_0258,81.75,42.38,50.64,36.84,154.01,0,99.68,Delhi,2025-12-21,1,12,False,No Error,High,Excellent,73.37188290567401,61.58
2025-07-16 03:38:00,DEV_0298,26.43,74.6,63.21,59.94,82.47,0,98.97,Bengaluru,2025-07-16,3,7,False,No Error,Low,Good,56.67509938561619,68.18
2025-12-13 18:10:00,DEV_0043,62.03,42.68,41.26,95.94,122.92,0,98.93,Pune,2025-12-13,18,12,False,No Error,Normal,Good,30.65413805565595,58.66
2025-10-22 19:21:00,DEV_0440,80.97,83.12,57.45,50.77,112.94,0,99.63,Bengaluru,2025-10-22,19,10,False,No Error,High,Good,63.30321647994217,51.63
2025-12-13 18:47:00,DEV_0049,41.75,68.92,46.61,57.5,149.99,0,98.83,Noida,2025-12-13,18,12,False,No Error,Normal,Good,58.43874232020239,65.03
2025-07-20 14:40:00,DEV_0080,70.3,48.79,40.66,41.88,134.42,0,100.0,Delhi,2025-07-20,14,7,False,No Error,High,Excellent,69.72894831947957,63.1
2025-05-26 11:49:00,DEV_0109,100.0,63.49,49.23,44.12,80.87,3,98.76,Delhi,2025-05-26,11,5,True,Medium,Critical,Excellent,68.10986628117095,50.55
2025-03-15 10:30:00,DEV_0191,100.0,44.84,44.63,28.49,131.63,2,98.85,Noida,2025-03-15,10,3,True,Low,Critical,Excellent,79.40730032526201,56.57
2025-11-02 10:51:00,DEV_0246,46.27,62.52,50.88,53.82,64.43,0,99.89,Pune,2025-11-02,10,11,False,No Error,Normal,Good,61.09866281170943,65.8
2025-10-23 10:10:00,DEV_0181,88.43,23.68,39.68,25.9,60.81,7,98.71,Bengaluru,2025-10-23,10,10,True,High,Critical,Excellent,81.27936393205638,64.6
2025-09-25 11:26:00,DEV_0315,33.43,63.07,43.47,49.89,130.99,0,98.6,Noida,2025-09-25,11,9,False,No Error,Low,Excellent,63.93928442356342,69.72
2025-11-20 03:34:00,DEV_0337,70.09,78.38,32.1,58.87,110.29,0,99.86,Delhi,2025-11-20,3,11,False,No Error,High,Good,57.448500180701124,54.74
2025-03-28 07:59:00,DEV_0153,50.34,48.82,53.98,42.86,165.4,0,99.52,Noida,2025-03-28,7,3,False,No Error,Normal,Excellent,69.02059992771956,68.79
2025-07-25 12:34:00,DEV_0376,41.07,46.71,46.49,51.76,134.87,0,98.52,Bengaluru,2025-07-25,12,7,False,No Error,Normal,Good,62.58764004336827,70.41
2025-04-07 11:55:00,DEV_0344,75.92,49.05,55.96,65.55,55.27,0,97.71,Gurgaon,2025-04-07,11,4,False,No Error,High,Good,52.62016624503072,57.25
2025-08-02 01:00:00,DEV_0481,37.01,77.75,46.68,28.33,151.43,0,99.44,Bengaluru,2025-08-02,1,8,False,No Error,Low,Excellent,79.52294904228407,69.08
2025-05-04 02:19:00,DEV_0258,67.64,80.84,44.1,50.05,108.65,0,99.52,Bengaluru,2025-05-04,2,5,False,No Error,Normal,Good,63.82363570654138,56.16
2025-03-16 00:24:00,DEV_0258,41.69,37.54,52.24,50.4,124.03,0,98.73,Pune,2025-03-16,0,3,False,No Error,Normal,Good,63.57065413805565,72.32
2025-11-25 21:38:00,DEV_0388,67.98,74.9,41.03,60.45,145.3,0,99.6,Delhi,2025-11-25,21,11,False,No Error,Normal,Good,56.30646910010842,55.77
2025-12-25 22:41:00,DEV_0266,48.24,72.52,36.2,43.92,146.34,0,99.92,Gurgaon,2025-12-25,22,12,False,No Error,Normal,Excellent,68.25442717744849,64.65
2025-09-15 13:09:00,DEV_0142,49.62,78.0,53.61,69.26,49.73,0,100.0,Delhi,2025-09-15,13,9,False,No Error,Normal,Good,49.93856161908204,59.5
2025-09-02 09:22:00,DEV_0200,69.28,49.3,77.44,51.75,115.47,6,98.07,Noida,2025-09-02,9,9,True,High,Normal,Good,62.594868088182146,61.3
2025-08-02 17:56:00,DEV_0392,30.21,69.88,38.05,57.44,155.41,0,99.6,Noida,2025-08-02,17,8,False,No Error,Low,Good,58.48211058908565,68.54
2025-01-10 23:24:00,DEV_0100,50.68,55.23,61.19,55.39,133.65,0,98.43,Gurgaon,2025-01-10,23,1,False,No Error,Normal,Good,59.96385977593061,65.27
2025-01-31 19:39:00,DEV_0241,89.04,55.75,43.86,54.28,61.26,1,100.0,Gurgaon,2025-01-31,19,1,True,Low,Critical,Good,60.766172750271046,54.29
2025-06-22 13:40:00,DEV_0459,72.6,87.41,39.45,43.65,132.2,0,98.92,Delhi,2025-06-22,13,6,False,No Error,High,Excellent,68.4495843874232,54.1
2025-01-17 00:17:00,DEV_0158,91.54,75.39,50.59,75.5,199.35,5,99.13,Noida,2025-01-17,0,1,True,Medium,Critical,Good,45.42826165522226,46.28
2025-12-12 01:20:00,DEV_0256,49.78,74.94,49.61,47.13,181.39,0,99.84,Gurgaon,2025-12-12,1,12,False,No Error,Normal,Excellent,65.9342247921937,63.22
2025-01-17 02:08:00,DEV_0349,49.97,37.01,56.94,11.89,101.49,0,99.25,Gurgaon,2025-01-17,2,1,False,No Error,Normal,Excellent,91.40585471629925,75.66
2025-04-27 12:24:00,DEV_0275,80.02,82.52,37.03,33.68,55.37,0,99.43,Delhi,2025-04-27,12,4,False,No Error,High,Excellent,75.65594506685942,54.45
2025-05-28 14:11:00,DEV_0146,51.73,55.92,51.01,31.2,45.2,0,98.7,Noida,2025-05-28,14,5,False,No Error,Normal,Excellent,77.44850018070112,68.4
2025-09-19 12:47:00,DEV_0270,41.89,36.97,50.37,69.26,135.45,0,99.28,Pune,2025-09-19,12,9,False,No Error,Normal,Good,49.93856161908204,69.81
2025-12-15 10:25:00,DEV_0080,50.94,71.17,44.78,38.54,109.38,0,98.72,Pune,2025-12-15,10,12,False,No Error,Normal,Excellent,72.14311528731477,64.53
2025-01-21 10:12:00,DEV_0093,52.19,69.57,55.03,30.98,91.66,0,98.93,Gurgaon,2025-01-21,10,1,False,No Error,Normal,Excellent,77.60751716660643,65.63
2025-08-09 20:25:00,DEV_0474,34.84,58.75,37.53,1.0,102.64,0,100.0,Delhi,2025-08-09,20,8,False,No Error,Low,Excellent,99.27719551861222,77.65
2025-01-14 08:37:00,DEV_0425,44.45,52.29,34.25,59.91,72.41,0,100.0,Gurgaon,2025-01-14,8,1,False,No Error,Normal,Good,56.69678352005783,67.55
2025-04-16 20:11:00,DEV_0306,55.96,67.48,42.17,53.2,51.14,0,98.61,Gurgaon,2025-04-16,20,4,False,No Error,Normal,Good,61.54680159016985,61.61
2025-10-10 00:27:00,DEV_0351,13.37,72.83,53.54,83.22,52.56,3,98.87,Noida,2025-10-10,0,10,False,Medium,Low,Good,39.84821105890857,69.05
2025-02-21 21:33:00,DEV_0237,32.73,38.44,44.0,33.72,233.87,0,100.0,Gurgaon,2025-02-21,21,2,False,No Error,Low,Excellent,75.6270328876039,77.62
2025-05-20 06:15:00,DEV_0329,55.64,38.01,37.38,17.26,38.78,0,97.46,Noida,2025-05-20,6,5,False,No Error,Normal,Excellent,87.52439465124684,72.45
2025-02-27 17:32:00,DEV_0040,43.27,38.8,45.96,27.21,107.36,0,98.07,Pune,2025-02-27,17,2,False,No Error,Normal,Excellent,80.33249006143838,74.75
2025-09-01 21:10:00,DEV_0341,53.39,33.6,36.33,72.36,204.9,0,99.12,Delhi,2025-09-01,21,9,False,No Error,Normal,Good,47.697867726779904,66.54
2025-09-15 21:47:00,DEV_0304,49.92,67.88,58.03,40.06,86.52,0,100.0,Bengaluru,2025-09-15,21,9,False,No Error,Normal,Excellent,71.04445247560534,65.66
2025-08-11 04:08:00,DEV_0445,76.8,39.72,51.41,73.34,153.77,0,99.48,Pune,2025-08-11,4,8,False,No Error,High,Good,46.98951933501987,58.26
2025-08-24 12:35:00,DEV_0161,39.8,50.37,37.41,35.33,119.49,0,98.6,Delhi,2025-08-24,12,8,False,No Error,Low,Excellent,74.46331767256956,72.46
2025-04-24 14:29:00,DEV_0030,43.61,38.51,44.74,39.27,139.0,0,97.7,Pune,2025-04-24,14,4,False,No Error,Normal,Excellent,71.6154680159017,72.85
2025-11-11 16:49:00,DEV_0160,44.16,46.54,31.09,57.32,148.11,0,98.13,Bengaluru,2025-11-11,16,11,False,No Error,Normal,Good,58.568847126852184,68.6
2025-12-29 20:38:00,DEV_0242,76.53,39.25,36.14,78.07,126.34,0,98.78,Pune,2025-12-29,20,12,False,No Error,High,Good,43.57065413805565,57.54
2025-06-28 23:44:00,DEV_0107,37.22,55.25,56.05,36.16,104.12,0,97.26,Bengaluru,2025-06-28,23,6,False,No Error,Low,Excellent,73.8633899530177,71.73
2025-07-15 23:22:00,DEV_0122,29.8,61.95,45.31,30.01,138.37,0,99.73,Gurgaon,2025-07-15,23,7,False,No Error,Low,Excellent,78.30863751355258,74.25
2025-04-21 02:15:00,DEV_0297,69.48,65.79,58.03,70.0,109.73,3,98.28,Bengaluru,2025-04-21,2,4,False,Medium,Normal,Good,49.40368630285508,55.36
2025-02-23 17:37:00,DEV_0416,58.71,73.86,49.9,54.48,177.67,0,97.7,Gurgaon,2025-02-23,17,2,False,No Error,Normal,Good,60.62161185399349,59.05
2025-02-17 15:36:00,DEV_0288,37.32,74.63,56.39,6.16,65.44,0,99.09,Bengaluru,2025-02-17,15,2,False,No Error,Low,Excellent,95.54752439465125,72.71
2025-06-07 18:17:00,DEV_0267,50.18,54.29,45.12,41.59,118.56,0,99.53,Noida,2025-06-07,18,6,False,No Error,Normal,Excellent,69.93856161908204,67.93
2025-12-26 12:41:00,DEV_0329,49.62,83.38,50.18,65.99,127.5,0,99.36,Delhi,2025-12-26,12,12,False,No Error,Normal,Good,52.302132273220096,58.71
2025-11-29 07:44:00,DEV_0248,35.66,26.54,46.59,24.65,62.35,0,98.66,Pune,2025-11-29,7,11,False,No Error,Low,Excellent,82.1828695337911,80.03
2025-01-14 18:29:00,DEV_0495,70.21,74.15,48.93,66.48,134.32,3,99.31,Noida,2025-01-14,18,1,False,Medium,High,Good,51.947958077340076,54.29
2025-02-11 03:14:00,DEV_0497,40.08,73.22,59.36,45.74,72.33,0,99.6,Bengaluru,2025-02-11,3,2,False,No Error,Normal,Excellent,66.93892302132272,66.6
2025-10-13 11:05:00,DEV_0499,74.85,64.26,42.77,64.79,139.88,0,99.92,Delhi,2025-10-13,11,10,False,No Error,High,Good,53.169497650885425,55.3
2025-08-17 22:16:00,DEV_0164,39.85,73.04,37.93,65.23,142.64,0,98.97,Delhi,2025-08-17,22,8,False,No Error,Low,Good,52.851463679074804,63.7
2025-07-15 12:17:00,DEV_0072,70.1,57.17,36.11,33.02,96.29,0,99.41,Noida,2025-07-15,12,7,False,No Error,High,Excellent,76.13299602457535,62.59
2025-05-12 16:12:00,DEV_0488,75.94,38.09,50.72,76.98,111.4,0,99.61,Bengaluru,2025-05-12,16,5,False,No Error,High,Good,44.35851102276833,58.35
2025-10-11 06:58:00,DEV_0080,83.3,25.73,43.89,52.42,64.71,0,97.99,Pune,2025-10-11,6,10,False,No Error,High,Good,62.11058908565233,61.68
2025-04-13 19:02:00,DEV_0116,53.75,78.96,50.26,38.56,118.03,0,99.95,Bengaluru,2025-04-13,19,4,False,No Error,Normal,Excellent,72.12865919768703,62.49
2025-10-25 03:00:00,DEV_0321,40.07,77.02,59.95,70.72,97.12,0,98.59,Noida,2025-10-25,3,10,False,No Error,Normal,Good,48.883267076255876,61.93
2025-08-19 19:29:00,DEV_0453,38.14,43.27,45.11,38.5,16.27,0,99.29,Noida,2025-08-19,19,8,False,No Error,Low,Excellent,72.17202746657028,74.13
2025-10-14 10:42:00,DEV_0247,65.14,54.84,59.9,85.98,118.48,1,98.31,Pune,2025-10-14,10,10,False,Low,Normal,Good,37.85327069027827,56.55
2025-08-18 10:57:00,DEV_0108,78.17,65.3,57.54,83.52,132.91,0,98.05,Bengaluru,2025-08-18,10,8,False,No Error,High,Good,39.63136971449222,50.83
2025-02-17 23:46:00,DEV_0405,25.35,72.21,58.16,32.65,82.91,0,99.29,Delhi,2025-02-17,23,2,False,No Error,Low,Excellent,76.40043368268883,73.02
2025-07-15 11:49:00,DEV_0187,43.81,71.52,51.83,93.31,115.3,0,99.67,Pune,2025-07-15,11,7,False,No Error,Normal,Good,32.55511384170582,58.97
2025-05-12 23:14:00,DEV_0211,86.33,43.66,16.6,51.65,64.14,1,100.0,Pune,2025-05-12,23,5,True,Low,Critical,Good,62.66714853632093,57.9
2025-08-04 04:49:00,DEV_0241,75.14,81.4,33.88,51.54,98.57,0,98.91,Noida,2025-08-04,4,8,False,No Error,High,Good,62.74665702927358,53.4
2025-07-06 10:11:00,DEV_0121,64.8,67.86,54.64,77.1,125.54,0,99.64,Noida,2025-07-06,10,7,False,No Error,Normal,Good,44.271774485001814,55.73
2025-07-30 23:21:00,DEV_0345,51.79,64.01,50.6,11.69,164.85,0,99.34,Pune,2025-07-30,23,7,False,No Error,Normal,Excellent,91.5504156125768,69.77
2025-05-20 02:24:00,DEV_0135,35.21,41.53,45.62,60.32,107.71,0,99.41,Delhi,2025-05-20,2,5,False,No Error,Low,Good,56.400433682688835,72.23
2025-05-16 05:51:00,DEV_0099,71.0,73.2,39.6,72.48,92.9,0,98.65,Bengaluru,2025-05-16,5,5,False,No Error,High,Good,47.61113118901336,53.18
2025-06-09 22:12:00,DEV_0101,28.2,42.44,36.93,52.31,57.07,0,99.85,Bengaluru,2025-06-09,22,6,False,No Error,Low,Good,62.190097578604984,75.45
2025-12-21 21:53:00,DEV_0082,34.49,47.05,55.06,69.72,90.9,0,97.3,Pune,2025-12-21,21,12,False,No Error,Low,Good,49.60607155764366,69.35
2025-03-23 06:41:00,DEV_0226,54.75,62.26,41.68,44.35,15.51,0,99.77,Gurgaon,2025-03-23,6,3,False,No Error,Normal,Excellent,67.94362125045176,64.64
2025-07-20 11:27:00,DEV_0068,27.46,83.29,27.92,79.42,122.74,0,98.95,Delhi,2025-07-20,11,7,False,No Error,Low,Good,42.594868088182146,63.31
2025-05-23 03:13:00,DEV_0296,55.91,49.12,50.68,72.38,84.27,0,99.21,Noida,2025-05-23,3,5,False,No Error,Normal,Good,47.68341163715215,62.7
2025-12-23 09:15:00,DEV_0287,45.77,70.37,55.81,52.64,141.66,0,99.03,Delhi,2025-12-23,9,12,False,No Error,Normal,Good,61.95157209974702,64.29
2025-02-01 14:07:00,DEV_0334,48.15,49.12,43.19,55.81,155.99,0,98.85,Pune,2025-02-01,14,2,False,No Error,Normal,Good,59.66028189374774,67.32
2025-01-23 04:29:00,DEV_0442,47.08,61.71,36.98,55.47,147.06,0,98.89,Pune,2025-01-23,4,1,False,No Error,Normal,Good,59.90603541741959,65.18
2025-09-04 23:57:00,DEV_0429,75.73,23.82,35.84,70.6,128.8,0,98.53,Noida,2025-09-04,23,9,False,No Error,High,Good,48.9700036140224,61.87
2025-06-03 23:21:00,DEV_0054,31.65,51.8,52.02,66.27,94.91,0,99.4,Noida,2025-06-03,23,6,False,No Error,Low,Good,52.099747018431515,70.38
2025-07-11 16:54:00,DEV_0360,52.93,39.27,47.4,40.48,171.96,0,97.96,Bengaluru,2025-07-11,16,7,False,No Error,Normal,Excellent,70.74087459342249,69.8
2025-08-21 22:23:00,DEV_0408,23.04,89.88,32.26,64.96,174.23,2,98.22,Bengaluru,2025-08-21,22,8,False,Low,Low,Good,53.046620889049514,65.19
2025-01-13 13:27:00,DEV_0219,96.27,71.61,38.57,52.14,146.13,2,99.98,Pune,2025-01-13,13,1,True,Low,Critical,Good,62.31297434044091,49.25
2025-03-25 23:44:00,DEV_0144,24.92,57.52,43.66,11.6,122.07,0,97.81,Noida,2025-03-25,23,3,False,No Error,Low,Excellent,91.6154680159017,78.69
2025-05-07 09:30:00,DEV_0278,29.02,58.1,36.81,38.03,161.2,0,99.08,Delhi,2025-05-07,9,5,False,No Error,Low,Excellent,72.51174557282255,73.9
2025-12-19 01:15:00,DEV_0450,81.36,35.67,42.43,58.37,115.65,0,98.99,Bengaluru,2025-12-19,1,12,False,No Error,High,Good,57.809902421395016,59.72
2025-09-29 17:05:00,DEV_0335,51.0,79.68,48.75,61.09,111.01,1,100.0,Bengaluru,2025-09-29,17,9,False,Low,Normal,Good,55.843874232020234,59.93
2025-04-12 15:23:00,DEV_0045,74.99,55.0,50.29,67.83,141.15,0,98.18,Bengaluru,2025-04-12,15,4,False,No Error,High,Good,50.97217202746657,56.15
2025-12-14 06:53:00,DEV_0008,70.56,85.78,29.16,29.3,124.56,0,97.79,Delhi,2025-12-14,6,12,False,No Error,High,Excellent,78.82182869533791,56.78
2025-04-21 10:01:00,DEV_0169,83.87,65.02,34.69,33.33,117.64,2,99.54,Bengaluru,2025-04-21,10,4,False,Low,High,Excellent,75.90892663534514,56.88
2025-06-18 21:10:00,DEV_0069,37.81,42.6,69.84,37.29,92.49,0,99.05,Gurgaon,2025-06-18,21,6,False,No Error,Low,Excellent,73.0466208890495,74.46
2025-10-18 05:46:00,DEV_0403,44.91,45.13,43.02,36.71,149.66,0,99.36,Bengaluru,2025-10-18,5,10,False,No Error,Normal,Excellent,73.46584748825443,72.0
2025-06-11 03:33:00,DEV_0417,69.62,45.28,44.62,39.52,93.4,0,99.43,Bengaluru,2025-06-11,3,6,False,No Error,Normal,Excellent,71.43476689555474,64.17
2025-04-17 02:31:00,DEV_0146,74.27,85.1,46.86,91.25,175.27,0,100.0,Delhi,2025-04-17,2,4,False,No Error,High,Good,34.044091073364655,47.51
2025-03-20 20:51:00,DEV_0024,49.72,73.27,38.73,10.59,161.95,0,99.69,Noida,2025-03-20,20,3,False,No Error,Normal,Excellent,92.34550054210337,68.81
2025-03-13 14:10:00,DEV_0296,50.12,52.55,55.4,27.05,172.05,2,99.81,Pune,2025-03-13,14,3,False,Low,Normal,Excellent,80.44813877846042,70.49
2025-06-19 00:03:00,DEV_0180,63.25,65.65,38.81,63.37,48.66,0,99.21,Bengaluru,2025-06-19,0,6,False,No Error,Normal,Good,54.19588001445609,58.5
2025-04-29 09:07:00,DEV_0009,53.4,81.48,46.71,61.34,197.67,0,100.0,Delhi,2025-04-29,9,4,False,No Error,Normal,Good,55.66317311167329,58.82
2025-05-24 16:57:00,DEV_0330,50.17,73.21,46.0,29.24,127.69,1,98.62,Pune,2025-05-24,16,5,False,Low,Normal,Excellent,78.86519696422118,65.67
2025-04-23 13:33:00,DEV_0406,38.27,66.45,52.82,28.86,136.87,0,100.0,Noida,2025-04-23,13,4,False,No Error,Low,Excellent,79.13986266714853,71.06
2025-06-07 01:16:00,DEV_0100,59.76,43.95,43.17,71.71,66.45,0,98.68,Bengaluru,2025-06-07,1,6,False,No Error,Normal,Good,48.16769063968197,62.52
2025-05-16 22:22:00,DEV_0447,43.12,77.42,60.0,58.31,164.82,0,99.7,Pune,2025-05-16,22,5,False,No Error,Normal,Good,57.85327069027827,63.06
2025-06-10 14:28:00,DEV_0361,61.42,48.53,48.18,35.96,70.06,0,99.83,Bengaluru,2025-06-10,14,6,False,No Error,Normal,Excellent,74.00795084929527,66.62
2025-11-25 02:08:00,DEV_0341,58.55,80.53,61.27,66.17,132.28,0,100.0,Pune,2025-11-25,2,11,False,No Error,Normal,Good,52.17202746657029,56.76
2025-05-07 17:33:00,DEV_0190,49.35,62.21,54.15,51.67,158.92,0,98.06,Gurgaon,2025-05-07,17,5,False,No Error,Normal,Good,62.652692446693166,64.7
2025-12-13 21:02:00,DEV_0463,51.12,54.48,34.97,76.37,59.68,0,99.39,Gurgaon,2025-12-13,21,12,False,No Error,Normal,Good,44.79942175641488,62.54
2025-07-17 03:23:00,DEV_0267,66.35,43.11,65.57,14.82,132.54,0,98.34,Gurgaon,2025-07-17,3,7,False,No Error,Normal,Excellent,89.28803758583302,68.83
2025-01-07 04:35:00,DEV_0272,71.75,60.08,48.3,68.94,111.64,0,98.38,Gurgaon,2025-01-07,4,1,False,No Error,High,Good,50.16985905312613,56.01
2025-12-09 06:02:00,DEV_0479,58.89,45.85,62.6,27.82,134.77,0,98.32,Bengaluru,2025-12-09,6,12,False,No Error,Normal,Excellent,79.89157932779183,68.64
2025-05-14 17:40:00,DEV_0165,41.52,76.5,42.5,50.54,74.28,0,97.82,Pune,2025-05-14,17,5,False,No Error,Normal,Good,63.46946151066137,64.28
2025-04-09 11:18:00,DEV_0495,34.57,41.46,32.65,71.37,104.01,0,99.84,Bengaluru,2025-04-09,11,4,False,No Error,Low,Good,48.4134441633538,70.97
2025-08-13 22:27:00,DEV_0295,31.8,84.1,46.41,36.26,118.24,0,98.6,Gurgaon,2025-08-13,22,8,False,No Error,Low,Excellent,73.79110950487893,67.98
2025-05-28 01:58:00,DEV_0018,57.19,48.75,47.7,68.54,130.99,0,98.55,Noida,2025-05-28,1,5,False,No Error,Normal,Good,50.45898084568124,62.75
2025-02-21 01:47:00,DEV_0166,65.95,43.9,31.67,53.3,103.4,0,99.59,Delhi,2025-02-21,1,2,False,No Error,Normal,Good,61.47452114203108,63.61
2025-01-11 23:32:00,DEV_0440,66.5,37.62,41.14,53.4,85.27,0,98.99,Delhi,2025-01-11,23,1,False,No Error,Normal,Good,61.4022406938923,64.5
2025-06-13 08:26:00,DEV_0413,39.59,66.33,50.62,37.8,113.29,0,99.33,Pune,2025-06-13,8,6,False,No Error,Low,Excellent,72.67799060354174,69.19
